url,title,year,month,film,season,platform,comment,
january-2022-heres-whats-new-and-gay-on-netflix-hbo-max-and-hulu-in-january-2022,January 2022: What’s New and Gay To Stream,2022,1,Naomi,1,the CW/Hulu,"Normally I don’t include shows here that require Hulu Live (because that’s basically just every show on TV) BUT we just really wanted you to know about this one! I’ll let Natalie take it from here: Based on the 2019 comic book series of the same name, Naomi is the latest superhero offering from the CW. It’s the story of Naomi McDuffie, an effortlessly cool teenager with an obsession with all things Superman. But when her quiet hometown is upended by a Superman stunt, Naomi starts to question everything around her, including her own origin story. Naomi is the latest television offering from Ava Duvernay…and like she did with Queen Sugar, she goes beyond the source material and introduces queerness.",
january-2022-heres-whats-new-and-gay-on-netflix-hbo-max-and-hulu-in-january-2022,January 2022: What’s New and Gay To Stream,2022,1,How I Met Your Father,1,Hulu,"This standalone sequel to How I Met Your Mother stars Hilary Duff as Sophie (and Kim Cattrall as future Sophie) and Chris Lowell as Jesse. Tien Tran plays Ellen, Jesse’s adoptive sister who is described as “more comfortable on an organic lettuce farm than a Brooklyn dive bar.” She’s recently left her small farming town for New York City after separating from her wife.",
january-2022-heres-whats-new-and-gay-on-netflix-hbo-max-and-hulu-in-january-2022,January 2022: What’s New and Gay To Stream,2022,1,Single Drunk Female ,1,Freeform/Hulu,"Sofia Black D’Elia’s Samantha is a twentysomething writer who loses her media job after drunkenly assaulting her boss, is subsequently shipped off to rehab and then finds herself back home living with her Mom, played by Ally Sheedy. Rebecca Henderson plays Samantha’s sponsor, Olivia, who is in a bananas relationship with her wife, Stephanie (Madeline Wise). Trans actress Jojo Brown plays Mindy, a friend Samantha meets in AA and then works for at the local grocery store!",
january-2022-heres-whats-new-and-gay-on-netflix-hbo-max-and-hulu-in-january-2022,January 2022: What’s New and Gay To Stream,2022,1,Grown-ish,4,Freeform/Hulu,,
january-2022-heres-whats-new-and-gay-on-netflix-hbo-max-and-hulu-in-january-2022,January 2022: What’s New and Gay To Stream,2022,1,Burden of Truth,4,Hulu,"This Canadian legal drama is focused on big city lawyer Joanna Chang, who returned to her hometown to take on an easy case that turned out to be a much harder case. Her assistant, Luna Spence, is a queer indigenous law student. Its fourth and final season debuted last year on The CW and saw its characters dealing with a mining company reopening a dormant mine outside their town and events that eventually open up a long-buried secret for Joanna. Also, Luna has a new girlfriend! Also worth noting is what Natalie wrote about the show in her recap of episode 409: “over four seasons, the Canadian import showcased indigenous stories in a way that few other television shows have.”",
january-2022-heres-whats-new-and-gay-on-netflix-hbo-max-and-hulu-in-january-2022,January 2022: What’s New and Gay To Stream,2022,1,Search Party,5,HBO Max,Grace Kuhlenschmidt and Michelle Badillo are gonna be in Season 5 of Search Party so I feel like there has to be something LGBT going on in the final season of this show that ranked #22 on our Best LGBT-Inclusive TV Shows of 2021.,
january-2022-heres-whats-new-and-gay-on-netflix-hbo-max-and-hulu-in-january-2022,January 2022: What’s New and Gay To Stream,2022,1,Euphoria,2,HBO Max,"The long-awaited Season Two of Euphoria is finally here! In July, Zendaya told Teen Vogue that the season is “gonna be hard and it’s gonna be devastating sometimes, but I think Rue really deserves all of that care when it comes to her character, because I think she represents a lot for so many people. And I hope to make those people proud with our depictions of Rue [and] where all the characters go. I think this season’s not going to be easy, though. It’s not going to be a fun watch, I don’t think. Sometimes.” Other cast members have described Season 2 as jaw-dropping and “insane,” so we’ll see!",
january-2022-heres-whats-new-and-gay-on-netflix-hbo-max-and-hulu-in-january-2022,January 2022: What’s New and Gay To Stream,2022,1,Peacemaker,1,HBO Max,"The Suicide Squad’s Peacemaker is getting his very own spin-off series! Last year, Peacemaker put out a casting call for a recurring guest role described as a “Black Female, late 20s-early 30s, gay” character “reluctantly dealing with her new wife’s government job and the secrecy it requires.” Elizabeth Faith Ludlow — who appeared in HBO Max’s Equal and Netflix’s Another Life — snagged the role, so we’re just waiting to see which character she’s married to! Danielle Brooks is playing new not-from-the-comics character Leota Adebayo, and Jennifer Holland is Emilia Harcourt.",
january-2022-heres-whats-new-and-gay-on-netflix-hbo-max-and-hulu-in-january-2022,January 2022: What’s New and Gay To Stream,2022,1,Somebody Somewhere,1,HBO Max,"A thing I learned this week is that Bridget Everett is not a lesbian? This is confusing to me but anyhow, this show is based on her life and she plays Sam, a singer who returns to her Kansas hometown to care for her sister and then her sister dies and THEN WHAT!?! I’m assuming there’ll be a lot of queer stuff in this because at one point she’s at a showcase hosted by Murray Hill and everybody in the room is gay.",
january-2023-new-streaming-tv-shows-movies-gay-lesbian-queer-netflix-hulu-prime-video-peacock,January 2023: What’s New and Gay To Stream,2023,1,Mars One,,Netflix,"In this Brazillian family drama from writer/director Gabriel Martins, Eunice (Camilla Souza) — a college student ready to leave home and even more ready to explore her sexuality — is one of four protagonists. Writing about Eunice’s relationship with her girlfriend Jo in her rave review of the film, Drew wrote “their hotter than cute meet cute at a club, their dinner with Jo’s wealthy family, the way they love each other in the sort of impassioned yet insufficient way college students love. It all just feels so real. ”",
january-2023-new-streaming-tv-shows-movies-gay-lesbian-queer-netflix-hulu-prime-video-peacock,January 2023: What’s New and Gay To Stream,2023,1,Ginny & Georgia,2,Netflix,Georgia’s reaction to Ginny and Austin leaving her and Ginny’s new knowledge about her mother’s actual activities are the powers shaping Georgia and Ginny’s relationship in Season 2. We’ll also be learning more about Georgia’s past and her relationship with Ginny’s father and Ginny will be dealing with the fallout within her group of friends from Ginny hooking up with her best (lesbian!) friend Max’s twin brother.,
january-2023-new-streaming-tv-shows-movies-gay-lesbian-queer-netflix-hulu-prime-video-peacock,January 2023: What’s New and Gay To Stream,2023,1,The Walking Dead ,11,Netflix,,
january-2023-new-streaming-tv-shows-movies-gay-lesbian-queer-netflix-hulu-prime-video-peacock,January 2023: What’s New and Gay To Stream,2023,1,Sky Rojo,3,Netflix,"The third season of this Spanish Black Comedy Action Drama about “the impunity, ambiguity and brutal reality of prostitution, and the psychological portraits of those on both sides of the scale” will continue to feature Wendy, described as “a lesbian woman from Buenos Aires who flees Villa 31 and becomes a sex worker in the brothel to make money so she can provide a better life for herself and her girlfriend.”",
january-2023-new-streaming-tv-shows-movies-gay-lesbian-queer-netflix-hulu-prime-video-peacock,January 2023: What’s New and Gay To Stream,2023,1,She Hate Me,,Prime Video,"This film is so bananas I can’t believe it got made! Probably Spike Lee’s worst project, She Hate Me is notable for making Kerry Washington bisexual. A man is facing some financial troubles that are not his actual fault and so he decides to become a sperm donor of sorts. His ex-fiancee, who came out as a lesbian after they broke up, sets up a situation in which groups of lesbians come over and pay him $10k each to have sex with him in hopes of getting pregnant. Words cannot describe the horrors of this movie.",
january-2023-new-streaming-tv-shows-movies-gay-lesbian-queer-netflix-hulu-prime-video-peacock,January 2023: What’s New and Gay To Stream,2023,1,Tangerine,,Prime Video,"Shot entirely on an iPhone, this iconic film follows two trans sex workers, Sin-Dee and Alexandra, on Christmas Eve, as just-out-of-jail Sin-Dee tracks down the pimp/boyfriend who’s been cheating on her and Alexandra’s on a journey towards her singing performance that evening.",
january-2023-new-streaming-tv-shows-movies-gay-lesbian-queer-netflix-hulu-prime-video-peacock,January 2023: What’s New and Gay To Stream,2023,1,The Brady Bunch Movie ,,Prime Video,"Alanna Ubach is Noreen, a lesbian in love with a completely oblivious Marcia Brady, in this delightful satire that finds the original 1970s TV family plopped into the 1990s.",
january-2023-new-streaming-tv-shows-movies-gay-lesbian-queer-netflix-hulu-prime-video-peacock,January 2023: What’s New and Gay To Stream,2023,1,The Rig,1,Prime Video,"This character-driven mystery follows the crew of the Kinloch Bravo oil rig as they must come together and fight for their lives after a fog cuts off all communication, stranding them in the harsh waves of the North Sea, no rescue helicopter of supplies on the horizon. Rochenda Sandall plays lesbian character Cat Brainwithe, and queer actor Emily Hampshire co-stars.",
january-2023-new-streaming-tv-shows-movies-gay-lesbian-queer-netflix-hulu-prime-video-peacock,January 2023: What’s New and Gay To Stream,2023,1,Jurassic World: Dominion ,,Prime Video,"“The first thing you should know about Jurassic World: Dominion is that it is not a very good movie,” writes Kayla in her review of the film. “The second thing you should know about Jurassic World: Dominion is that it features a bisexual pilot played by DeWanda Wise.”",
